1,53,42.6,40,37,41.5
2,53,42.6,40,37,41.5
3,53,42.6,40,37,41.5
4,78,75.4,65,50,73
5,78,75.4,65,50,73
6,78,75.4,65,50,73
7,70,67.8,44.8,34,65.7
8,70,67.8,44.8,34,65.7
9,70,67.8,44.8,34,65.7
10,70,67.8,44.8,34,65.7
