1,54,43,42.7,38,41.86
2,54,43,42.7,38,41.86
3,54,43,42.7,38,41.86
4,80,76,66.34,50.7,74
5,80,76,66.34,50.7,74
6,80,76,66.34,50.7,74
7,70,68.2,46.88,34.67,66.22
8,70,68.2,46.88,34.67,66.22
9,70,68.2,46.88,34.67,66.22
10,70,68.2,46.88,34.67,66.22
